Date:, 200308
Serial number:, 0027
Data Source:, simulation
Circuit type:, rc
Circuit configuration:, parallel
Circuit elements:, [R=20.0 ohm Q=1e-05 [s^(alpha-1)/ohm]                        alpha=0.75]
---
,freq [Hz],angular_freq [1/s],Re_Z [ohm],Im_Z [ohm],|Z| [ohm],phase_angle [rad]
0,100000000.0,628318530.7179586,0.009665246964968049,-0.02325740066440149,0.02518578338186698,-1.1769338133448688
1,71626291.1569279,450041260.2049765,0.012422079142192436,-0.029863273701145433,0.03234382733017873,-1.176603154536623
2,51303255.84896997,322347863.3607233,0.0159682088409236,-0.038342425309120104,0.04153462738695033,-1.1761785943123455
3,36746619.40736688,230885819.1488878,0.020531523396336824,-0.049224113854783445,0.05333438701028643,-1.1756335151768222
4,26320240.607048776,165374949.0636404,0.026406923138189292,-0.0631858458543593,0.06848194437920911,-1.1749337864818787
5,18852212.170408722,118451942.51694426,0.03397679116558851,-0.08109405583359458,0.08792421867410691,-1.1740356646269952
6,13503140.378698722,84842733.2282232,0.043738179223805816,-0.1040553848713819,0.11287405123652279,-1.1728831201855971
7,9671798.642975444,60769703.12754277,0.056339175610138494,-0.1334809323782769,0.14488361541942607,-1.171404444786429
8,6927550.656129393,43527084.4973345,0.07262795518022008,-0.17116610569996557,0.18593723568492634,-1.16950795916389
9,4961947.603002898,31176836.274182778,0.09371952441938856,-0.2193887272857173,0.23856815151533367,-1.167076610398748
10,3554059.0371810608,22330811.523264866,0.12108738713690345,-0.28102762362895406,0.3060043799787503,-1.163961215130599
11,2545640.673860415,15994732.0793585,0.1566905686455981,-0.3597025523911623,0.3923491563635606,-1.1599720849370974
12,1823348.0008684385,11456433.368931845,0.2031510180588373,-0.45993321000235154,0.5028010479318925,-1.1548687764314913
13,1305996.547906052,8205818.321030567,0.2640027218034717,-0.587308796529296,0.6439169663864521,-1.1483477717944734
14,935436.8899026163,5877523.322429887,0.3440420109485679,-0.7486478348833042,0.8239165527970619,-1.1400280684112736
15,670018.750350959,4209851.967739973,0.44981772895031025,-0.9521068238866713,1.0530163310080143,-1.1294350301443459
16,479909.5809323878,3015360.8276890917,0.5903069515258388,-1.207160055036305,1.3437625145445098,-1.115983578411496
17,343741.43372862396,2159791.1258725356,0.7778181483414516,-1.5243138307617563,1.7112959202139484,-1.098963114783739
