Date:, 200308
Serial number:, 0012
Data Source:, simulation
Circuit type:, rc
Circuit configuration:, parallel
Circuit elements:, [R=120.0 ohm C=1e-05 F]
---
,freq [Hz],angular_freq [1/s],Re_Z [ohm],Im_Z [ohm],|Z| [ohm],phase_angle [rad]
0,100000000.0,628318530.7179586,2.1108579925449902e-10,-0.00015915494309161538,0.00015915494309175535,-1.5707950005037041
1,71626291.1569279,450041260.2049765,4.114471796401284e-10,-0.0002222018486796321,0.00022220184868001303,-1.5707944751128242
2,51303255.84896997,322347863.3607233,8.01990386048863e-10,-0.00031022386485443117,0.00031022386485546783,-1.570793741596023
3,36746619.40736688,230885819.1488878,1.563234872275412e-09,-0.00043311451680889864,0.00043311451681171974,-1.5707927175072565
4,26320240.607048776,165374949.0636404,3.04704807986853e-09,-0.0006046865052032656,0.0006046865052109427,-1.5707912877406864
5,18852212.170408722,118451942.51694426,5.93928792504942e-09,-0.0008442242302674421,0.0008442242302883342,-1.5707892915929775
6,13503140.378698722,84842733.2282232,1.1576824563054804e-08,-0.0011786513256398406,0.0011786513256966948,-1.5707865047005156
7,9671798.642975444,60769703.12754277,2.256547731799968e-08,-0.0016455568290553691,0.0016455568292100889,-1.5707826138213195
8,6927550.656129393,43527084.4973345,4.398449365553266e-08,-0.002297420126300212,0.0022974201267212573,-1.5707771816271727
9,4961947.603002898,31176836.274182778,8.573431239864077e-08,-0.0032075095448784747,0.0032075095460242812,-1.5707695975486766
10,3554059.0371810608,22330811.523264866,1.6711280974620804e-07,-0.00447811758907895,0.004478117592197078,-1.5707590091482864
11,2545640.673860415,15994732.0793585,3.257352905968913e-07,-0.006252058442267113,0.006252058450752597,-1.5707442263077835
12,1823348.0008684385,11456433.368931845,6.349212820265061e-07,-0.008728720034464142,0.008728720057556018,-1.5707235874610195
13,1305996.547906052,8205818.321030567,1.2375847659784602e-06,-0.012186474895793253,0.012186474958634069,-1.5706947728367335
14,935436.8899026163,5877523.322429887,2.412292813358157e-06,-0.017013968725251093,0.01701396889626224,-1.5706545437202861
15,670018.750350959,4209851.967739973,4.7020266597316665e-06,-0.023753803423004604,0.023753803888383856,-1.5705983784278674
16,479909.5809323878,3015360.8276890917,9.16516195130439e-06,-0.03316352439286773,0.03316352565932227,-1.570519964077551
17,343741.43372862396,2159791.1258725356,1.786467766070857e-05,-0.046300766733806044,0.046300770180257564,-1.570410487033821
18,246209.24014946254,1546978.2801989533,3.482171811642046e-05,-0.06464212992637543,0.06464213930533591,-1.5702576422746328
19,176350.5472047139,1108043.1671097383,6.787426635788407e-05,-0.0902491404725278,0.0902491659958478,-1.5700442503406997
20,126313.35639768369,793650.2250184647,0.00013230004371894043,-0.12599995136098777,0.12600002081854134,-1.569746326428471
21,90473.57242349294,568462.220939339,0.00025787818546704717,-0.1759128072508853,0.17591299626817133,-1.5693303846342803
22,64802.86440412508,407168.4054871497,0.0005026535941625655,-0.245597594937068,0.24559810931582488,-1.5687496744551004
23,46415.888336127726,291639.62761324603,0.0009797654891868749,-0.34288613089772413,0.34288753068961986,-1.5679389268174992
24,33245.97932270938,208890.64880324394,0.0019097382416606915,-0.47871175241384173,0.4787155616848934,-1.5668070198661803
25,23812.86194765587,149620.62431140724,0.003722394148507165,-0.6683363237193254,0.6683466898405794,-1.5652267422512651
26,17056.269831425252,107167.70400010158,0.0072554548208315734,-0.933060521549986,0.9330887302394071,-1.5630205090178166
27,12216.77348996793,76760.25169330758,0.014141477635362922,-1.3026040591268857,1.302680819020358,-1.5599404400761083
28,8750.421749906795,54980.52137063906,0.027561400802843108,-1.8184082230145566,1.8186170834843636,-1.555640604237902
29,6267.602560047386,39380.5083165309,0.053710808436155714,-2.538190725969154,2.5387589512079884,-1.5496384236567307
30,4489.251258218607,28206.797545876623,0.1046483273056228,-3.5421530181892016,3.543698530726723,-1.5412612118660474
31,3215.4841769777026,20203.482936254746,0.20381118741939866,-4.941235016694767,4.945436531826876,-1.529572680853418
32,2303.1320587069963,14471.005511762072,0.39662813105577666,-6.887529444753641,6.898940188658922,-1.5132734410601265
33,1649.6480740980207,10365.044541189785,0.7706873009880522,-9.585849842484599,9.616780964468633,-1.4905704549485328
34,1181.5817326180995,7424.096981617841,1.4931168985293257,-13.302053591488994,13.385590305381346,-1.459017113674026
35,846.3231720621134,5317.605319826292,2.8764028447499945,-18.354690083047263,18.578706665696604,-1.415348486118274
36,606.1898993497572,3808.8034689550664,5.481941014771544,-25.055563144402697,25.648253776282417,-1.3553991455779324
37,434.19134227214533,2728.1046622689264,10.241285305192237,-33.52715782646543,35.056443582073015,-1.2743357423327064
38,310.9951549940195,1954.0401884624616,18.466330605861994,-43.300742564746436,47.07398084614726,-1.1676839138007242
39,222.75429519995564,1399.6065147115055,31.40692264202686,-52.74880024418531,61.39080319594478,-1.0337620280804407
40,159.5506400444829,1002.4862372785938,49.03624842737821,-58.989797011464894,76.70951578054306,-0.8772789981546405
41,114.28020598100309,718.0437111212954,68.86874674316356,-59.34092459008055,90.9079182974708,-0.7112201360411755
42,81.85467307069021,514.3080791617493,86.89994657302891,-53.63201352147976,102.11754789830917,-0.5529487083127865
43,58.62946645916402,368.37980222399773,100.38369179108466,-44.37518943421741,109.75446694750131,-0.4162278899329263
44,41.994112349794214,263.8567897042758,109.0657858980586,-34.53329776036274,114.40233523738506,-0.30664131056180166
45,30.078825180430957,188.99083243090715,114.12992693221105,-25.883411875436614,117.02816426768953,-0.22301658348796435
46,21.54434690031882,135.3671238968633,116.9149725856427,-18.991732295278887,118.447442818649,-0.16103398216690484
47,15.43141663868093,96.95845029312662,118.39721485260064,-13.775532565356615,119.19591344635973,-0.11582933961979633
48,11.052951411260198,69.44774190819994,119.17233573998153,-9.931499538081107,119.58545182754374,-0.08314516155430574
49,7.916819159263001,49.74284182107913,119.57395030852051,-7.137537715341975,119.7867857362508,-0.05962066658170083
50,5.670523941381169,35.628952712496236,119.781044075942,-5.1212077862821985,119.89047205309119,-0.04272872035527452
51,4.061585988376979,25.519697406016714,119.88756858264149,-3.671393367566505,119.94377111762402,-0.030614069248466862
52,2.9091634056238775,18.278812766400474,119.94229269312775,-2.630883253092583,119.97114287684073,-0.021931058572959614
53,2.0837258511429577,13.09243565209171,119.97038733802363,-1.8848454916555115,119.98519275545142,-0.01570963031535531
54,1.4924955450518291,9.377626079700642,119.98480591438903,-1.3502071741327133,119.99240271669987,-0.011252676323406076
