freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	cycle number	
1.9952144E+005	7.4374078E+004	9.1044852E+004	1.1756134E+005	-5.0754787E+001	1.100000000000000E+001
1.5848630E+005	8.1021523E+004	1.0398594E+005	1.3182398E+005	-5.2075760E+001	1.100000000000000E+001
1.2588864E+005	8.8194609E+004	1.2012018E+005	1.4902063E+005	-5.3713150E+001	1.100000000000000E+001
1.0001951E+005	9.6447156E+004	1.4045334E+005	1.7037956E+005	-5.5523212E+001	1.100000000000000E+001
7.9433578E+004	1.0589900E+005	1.6536655E+005	1.9636877E+005	-5.7364929E+001	1.100000000000000E+001
6.3095688E+004	1.1638047E+005	1.9560709E+005	2.2761052E+005	-5.9248600E+001	1.100000000000000E+001
5.0117172E+004	1.2898127E+005	2.3210977E+005	2.6553928E+005	-6.0939472E+001	1.100000000000000E+001
3.9814441E+004	1.4406167E+005	2.7650253E+005	3.1178103E+005	-6.2479858E+001	1.100000000000000E+001
3.1621082E+004	1.5995014E+005	3.2942269E+005	3.6620125E+005	-6.4101257E+001	1.100000000000000E+001
2.5117180E+004	1.7959500E+005	3.9421800E+005	4.3319994E+005	-6.5507278E+001	1.100000000000000E+001
1.9951164E+004	1.7473597E+005	5.2208384E+005	5.5054900E+005	-7.1495148E+001	1.100000000000000E+001
1.5849604E+004	2.0215284E+005	6.3774675E+005	6.6901919E+005	-7.2412437E+001	1.100000000000000E+001
1.2587890E+004	2.3274517E+005	7.7225738E+005	8.0656788E+005	-7.3228088E+001	1.100000000000000E+001
1.0019525E+004	2.7693534E+005	9.4647756E+005	9.8616069E+005	-7.3690750E+001	1.100000000000000E+001
8.0808101E+003	3.3015850E+005	1.1410615E+006	1.1878661E+006	-7.3862556E+001	1.100000000000000E+001
6.4205449E+003	3.9782028E+005	1.3838181E+006	1.4398659E+006	-7.3961105E+001	1.100000000000000E+001
5.0116030E+003	4.9213809E+005	1.7006965E+006	1.7704713E+006	-7.3860909E+001	1.100000000000000E+001
3.9812698E+003	6.0040956E+005	2.0551168E+006	2.1410270E+006	-7.3714096E+001	1.100000000000000E+001
3.1630396E+003	7.2987594E+005	2.4770493E+006	2.5823423E+006	-7.3582108E+001	1.100000000000000E+001
2.5124102E+003	8.7859531E+005	2.9825815E+006	3.1092960E+006	-7.3586319E+001	1.100000000000000E+001
1.9956379E+003	1.8171043E+006	4.8806965E+006	5.2079810E+006	-6.9579483E+001	1.100000000000000E+001
1.5844926E+003	2.2958185E+006	5.7776155E+006	6.2170430E+006	-6.8328888E+001	1.100000000000000E+001
1.2587904E+003	2.8645763E+006	6.7883145E+006	7.3679720E+006	-6.7120918E+001	1.100000000000000E+001
9.9968164E+002	3.5032165E+006	7.9149655E+006	8.6555880E+006	-6.6125504E+001	1.100000000000000E+001
7.9423932E+002	4.1832215E+006	9.2018210E+006	1.0108059E+007	-6.5553078E+001	1.100000000000000E+001
6.3100977E+002	4.9067825E+006	1.0746106E+007	1.1813353E+007	-6.5458076E+001	1.100000000000000E+001
5.0112231E+002	5.6193010E+006	1.2611988E+007	1.3807201E+007	-6.5984528E+001	1.100000000000000E+001
3.9808899E+002	6.3308630E+006	1.4963940E+007	1.6248056E+007	-6.7068008E+001	1.100000000000000E+001
3.1631589E+002	7.2053995E+006	1.7879492E+007	1.9276774E+007	-6.8050667E+001	1.100000000000000E+001
2.5120601E+002	8.1991805E+006	2.1579814E+007	2.3084950E+007	-6.9195877E+001	1.100000000000000E+001
1.9955261E+002	1.6161435E+007	3.7703432E+007	4.1021224E+007	-6.6797791E+001	1.100000000000000E+001
1.5852898E+002	2.0929498E+007	4.4091376E+007	4.8806692E+007	-6.4607025E+001	1.100000000000000E+001
1.2592673E+002	2.6218512E+007	5.0692020E+007	5.7070932E+007	-6.2651459E+001	1.100000000000000E+001
9.9968163E+001	3.2918288E+007	5.7913864E+007	6.6615532E+007	-6.0386063E+001	1.100000000000000E+001
7.9415733E+001	3.9599804E+007	6.5772312E+007	7.6773312E+007	-5.8948944E+001	1.100000000000000E+001
6.3082275E+001	3.6525356E+007	4.2017576E+007	5.5673856E+007	-4.8999973E+001	1.100000000000000E+001
5.0112232E+001	5.6513692E+007	8.6350176E+007	1.0319957E+008	-5.6796413E+001	1.100000000000000E+001
3.9808899E+001	6.6565200E+007	9.9139408E+007	1.1941335E+008	-5.6121395E+001	1.100000000000000E+001
3.1629576E+001	1.1474545E+008	1.7585878E+008	2.0998293E+008	-5.6876102E+001	1.100000000000000E+001
2.5120600E+001	1.5051549E+008	1.8606309E+008	2.3932067E+008	-5.1028919E+001	1.100000000000000E+001
1.9955261E+001	1.8937643E+008	2.0118989E+008	2.7629840E+008	-4.6732494E+001	1.100000000000000E+001
1.5846863E+001	2.3185437E+008	2.0394576E+008	3.0878848E+008	-4.1335785E+001	1.100000000000000E+001
1.2587234E+001	2.7298282E+008	1.9823870E+008	3.3736954E+008	-3.5986958E+001	1.100000000000000E+001
9.9968157E+000	3.1357155E+008	1.8990336E+008	3.6659296E+008	-3.1199690E+001	1.100000000000000E+001
7.9395618E+000	3.4870029E+008	1.7490222E+008	3.9010598E+008	-2.6637577E+001	1.100000000000000E+001
6.3131294E+000	3.7756086E+008	1.5852770E+008	4.0949142E+008	-2.2776230E+001	1.100000000000000E+001
5.0128322E+000	4.0004042E+008	1.4258854E+008	4.2469264E+008	-1.9617865E+001	1.100000000000000E+001
3.9819028E+000	4.1932566E+008	1.2678224E+008	4.3807277E+008	-1.6822582E+001	1.100000000000000E+001
3.1603944E+000	4.3652202E+008	1.1342756E+008	4.5101805E+008	-1.4565836E+001	1.100000000000000E+001
2.5108454E+000	4.5010899E+008	9.9198640E+007	4.6091050E+008	-1.2428623E+001	1.100000000000000E+001
1.9955261E+000	4.6535718E+008	8.8958104E+007	4.7378355E+008	-1.0822151E+001	1.100000000000000E+001
1.5840454E+000	4.7686704E+008	7.7731792E+007	4.8316083E+008	-9.2580833E+000	1.100000000000000E+001
1.2595726E+000	4.8695277E+008	6.7742608E+007	4.9164221E+008	-7.9198918E+000	1.100000000000000E+001
1.0004489E+000	4.9594202E+008	5.8878852E+007	4.9942486E+008	-6.7705350E+000	1.100000000000000E+001
1.0000193E+006	2.5162480E+004	5.4995742E+004	6.0478773E+004	-6.5414246E+001	1.200000000000000E+001
7.9432600E+005	3.4072273E+004	5.7981496E+004	6.7251570E+004	-5.9559784E+001	1.200000000000000E+001
6.3095688E+005	4.2187805E+004	6.0913781E+004	7.4096555E+004	-5.5294212E+001	1.200000000000000E+001
5.0119131E+005	4.9405180E+004	6.4718316E+004	8.1420711E+004	-5.2642323E+001	1.200000000000000E+001
3.9810538E+005	5.6431523E+004	6.9642617E+004	8.9635992E+004	-5.0982098E+001	1.200000000000000E+001
3.1623041E+005	6.2308953E+004	7.6168211E+004	9.8407328E+004	-5.0715324E+001	1.200000000000000E+001
2.5119134E+005	6.8242977E+004	8.4680102E+004	1.0875580E+005	-5.1134956E+001	1.200000000000000E+001
1.9952144E+005	7.4384547E+004	9.5747031E+004	1.2124584E+005	-5.2156857E+001	1.200000000000000E+001
1.5848630E+005	8.0776789E+004	1.1001382E+005	1.3648417E+005	-5.3712315E+001	1.200000000000000E+001
1.2588864E+005	8.8455289E+004	1.2824504E+005	1.5579194E+005	-5.5404552E+001	1.200000000000000E+001
1.0001951E+005	9.6630602E+004	1.5053947E+005	1.7888433E+005	-5.7303776E+001	1.200000000000000E+001
7.9433578E+004	1.0598289E+005	1.7772620E+005	2.0692747E+005	-5.9191246E+001	1.200000000000000E+001
6.3095688E+004	1.1716784E+005	2.1150303E+005	2.4178883E+005	-6.1014549E+001	1.200000000000000E+001
5.0117172E+004	1.3067352E+005	2.5134292E+005	2.8328225E+005	-6.2530022E+001	1.200000000000000E+001
3.9814441E+004	1.4625503E+005	3.0009609E+005	3.3383859E+005	-6.4017220E+001	1.200000000000000E+001
3.1621082E+004	1.6305284E+005	3.5861744E+005	3.9394503E+005	-6.5550095E+001	1.200000000000000E+001
2.5117180E+004	1.5667103E+005	4.6937769E+005	4.9483453E+005	-7.1541786E+001	1.200000000000000E+001
1.9951164E+004	1.7706228E+005	5.6859500E+005	5.9552606E+005	-7.2703247E+001	1.200000000000000E+001
1.5849604E+004	2.0511872E+005	6.9771819E+005	7.2724438E+005	-7.3617455E+001	1.200000000000000E+001
1.2587890E+004	2.3671611E+005	8.4666600E+005	8.7913469E+005	-7.4379745E+001	1.200000000000000E+001
1.0019525E+004	2.8548316E+005	1.0404558E+006	1.0789110E+006	-7.4656631E+001	1.200000000000000E+001
8.0808101E+003	3.4151500E+005	1.2569998E+006	1.3025670E+006	-7.4800179E+001	1.200000000000000E+001
6.4205449E+003	4.1596316E+005	1.5278545E+006	1.5834660E+006	-7.4770172E+001	1.200000000000000E+001
5.0116030E+003	5.1797728E+005	1.8806949E+006	1.9507214E+006	-7.4601486E+001	1.200000000000000E+001
3.9812698E+003	6.3596525E+005	2.2729943E+006	2.3602870E+006	-7.4368813E+001	1.200000000000000E+001
3.1630396E+003	7.7556400E+005	2.7423933E+006	2.8499510E+006	-7.4208801E+001	1.200000000000000E+001
2.5124102E+003	1.5675008E+006	4.5719455E+006	4.8331920E+006	-7.1075615E+001	1.200000000000000E+001
1.9956379E+003	2.0025699E+006	5.4583305E+006	5.8140915E+006	-6.9852760E+001	1.200000000000000E+001
1.5844926E+003	2.5431170E+006	6.4584720E+006	6.9411315E+006	-6.8507240E+001	1.200000000000000E+001
1.2587904E+003	3.1785773E+006	7.5731375E+006	8.2131460E+006	-6.7231361E+001	1.200000000000000E+001
9.9968164E+002	3.9145025E+006	8.8302330E+006	9.6590030E+006	-6.6091965E+001	1.200000000000000E+001
7.9423932E+002	4.6738180E+006	1.0247766E+007	1.1263271E+007	-6.5483139E+001	1.200000000000000E+001
6.3100977E+002	5.4877210E+006	1.1937655E+007	1.3138595E+007	-6.5311836E+001	1.200000000000000E+001
5.0112231E+002	6.2838125E+006	1.3994747E+007	1.5340771E+007	-6.5819336E+001	1.200000000000000E+001
3.9808899E+002	7.1208225E+006	1.6621205E+007	1.8082328E+007	-6.6808838E+001	1.200000000000000E+001
3.1631589E+002	8.0688800E+006	1.9824986E+007	2.1404132E+007	-6.7853401E+001	1.200000000000000E+001
2.5120601E+002	1.4324035E+007	3.5619528E+007	3.8391780E+007	-6.8092972E+001	1.200000000000000E+001
1.9955261E+002	1.8521040E+007	4.1933524E+007	4.5841568E+007	-6.6170097E+001	1.200000000000000E+001
1.5852898E+002	2.4028456E+007	4.8843700E+007	5.4434124E+007	-6.3805313E+001	1.200000000000000E+001
1.2592673E+002	3.0145120E+007	5.5881916E+007	6.3494228E+007	-6.1655659E+001	1.200000000000000E+001
9.9968163E+001	3.7776372E+007	6.3745492E+007	7.4098192E+007	-5.9348492E+001	1.200000000000000E+001
7.9415733E+001	4.5457980E+007	7.2064248E+007	8.5203776E+007	-5.7756351E+001	1.200000000000000E+001
6.3082275E+001	5.7250588E+007	9.6208950E+006	5.8053352E+007	-9.5393572E+000	1.200000000000000E+001
5.0112232E+001	6.3800416E+007	9.3651536E+007	1.1331859E+008	-5.5735226E+001	1.200000000000000E+001
3.9808899E+001	7.6131800E+007	1.0629047E+008	1.3074294E+008	-5.4387424E+001	1.200000000000000E+001
3.1629576E+001	8.6657368E+007	1.2561521E+008	1.5260629E+008	-5.5399616E+001	1.200000000000000E+001
2.5120600E+001	1.1093752E+008	1.3744587E+008	1.7663098E+008	-5.1091751E+001	1.200000000000000E+001
1.9955261E+001	2.1565232E+008	2.0530499E+008	2.9775168E+008	-4.3591927E+001	1.200000000000000E+001
1.5846863E+001	2.5866131E+008	2.0468707E+008	3.2985219E+008	-3.8355709E+001	1.200000000000000E+001
1.2587234E+001	3.0307251E+008	1.9617077E+008	3.6102067E+008	-3.2913906E+001	1.200000000000000E+001
9.9968157E+000	3.3935802E+008	1.8058891E+008	3.8441674E+008	-2.8019615E+001	1.200000000000000E+001
7.9395618E+000	3.7000336E+008	1.6100675E+008	4.0351661E+008	-2.3516239E+001	1.200000000000000E+001
6.3131294E+000	3.9308502E+008	1.4195499E+008	4.1793187E+008	-1.9856199E+001	1.200000000000000E+001
5.0128322E+000	4.1134691E+008	1.2465064E+008	4.2981866E+008	-1.6858406E+001	1.200000000000000E+001
3.9819028E+000	4.2531200E+008	1.1068032E+008	4.3947744E+008	-1.4586733E+001	1.200000000000000E+001
3.1603944E+000	4.3901766E+008	9.6952096E+007	4.4959562E+008	-1.2453246E+001	1.200000000000000E+001
2.5108454E+000	4.4947690E+008	8.8152488E+007	4.5803968E+008	-1.1096148E+001	1.200000000000000E+001
1.9955261E+000	4.5973078E+008	7.5072568E+007	4.6582000E+008	-9.2743597E+000	1.200000000000000E+001
1.5840454E+000	4.7011072E+008	6.5194120E+007	4.7460970E+008	-7.8953204E+000	1.200000000000000E+001
1.2595726E+000	4.7751302E+008	5.7120584E+007	4.8091731E+008	-6.8213654E+000	1.200000000000000E+001
1.0004489E+000	4.8524579E+008	4.9923708E+007	4.8780720E+008	-5.8741136E+000	1.200000000000000E+001
1.0000193E+006	2.5790492E+004	5.5641711E+004	6.1328211E+004	-6.5131805E+001	1.300000000000000E+001
7.9432600E+005	3.4127371E+004	5.8659594E+004	6.7864758E+004	-5.9809727E+001	1.300000000000000E+001
6.3095688E+005	4.1872570E+004	6.2238801E+004	7.5013203E+004	-5.6068409E+001	1.300000000000000E+001
5.0119131E+005	4.9385031E+004	6.6527898E+004	8.2854344E+004	-5.3412739E+001	1.300000000000000E+001
3.9810538E+005	5.6146012E+004	7.1748438E+004	9.1105508E+004	-5.1955406E+001	1.300000000000000E+001
3.1623041E+005	6.2236832E+004	7.8421875E+004	1.0011700E+005	-5.1563934E+001	1.300000000000000E+001
2.5119134E+005	6.8087023E+004	8.8091734E+004	1.1133730E+005	-5.2299191E+001	1.300000000000000E+001
1.9952144E+005	7.4410523E+004	1.0007336E+005	1.2470607E+005	-5.3366993E+001	1.300000000000000E+001
1.5848630E+005	8.0785133E+004	1.1534117E+005	1.4081841E+005	-5.4992542E+001	1.300000000000000E+001
1.2588864E+005	8.8077164E+004	1.3490033E+005	1.6110769E+005	-5.6859261E+001	1.300000000000000E+001
1.0001951E+005	9.6534078E+004	1.5933020E+005	1.8629263E+005	-5.8789406E+001	1.300000000000000E+001
7.9433578E+004	1.0594873E+005	1.8867536E+005	2.1638744E+005	-6.0684052E+001	1.300000000000000E+001
6.3095688E+004	1.1786612E+005	2.2473192E+005	2.5376536E+005	-6.2324142E+001	1.300000000000000E+001
5.0117172E+004	1.3167233E+005	2.6858609E+005	2.9912553E+005	-6.3883942E+001	1.300000000000000E+001
3.9814441E+004	1.4760669E+005	3.2153450E+005	3.5379678E+005	-6.5341583E+001	1.300000000000000E+001
3.1621082E+004	1.6558663E+005	3.8514753E+005	4.1923447E+005	-6.6735664E+001	1.300000000000000E+001
2.5117180E+004	1.5685963E+005	5.0479969E+005	5.2860919E+005	-7.2738083E+001	1.300000000000000E+001
1.9951164E+004	1.7740639E+005	6.1207494E+005	6.3726663E+005	-7.3836075E+001	1.300000000000000E+001
1.5849604E+004	2.0648241E+005	7.5304038E+005	7.8083594E+005	-7.4666458E+001	1.300000000000000E+001
1.2587890E+004	2.4080072E+005	9.1589275E+005	9.4701875E+005	-7.5269524E+001	1.300000000000000E+001
1.0019525E+004	2.9098103E+005	1.1269469E+006	1.1639069E+006	-7.5522270E+001	1.300000000000000E+001
8.0808101E+003	3.5215947E+005	1.3650821E+006	1.4097750E+006	-7.5534416E+001	1.300000000000000E+001
6.4205449E+003	4.3105734E+005	1.6622378E+006	1.7172201E+006	-7.5462097E+001	1.300000000000000E+001
5.0116030E+003	5.3897831E+005	2.0447945E+006	2.1146353E+006	-7.5233521E+001	1.300000000000000E+001
3.9812698E+003	6.7098531E+005	2.4765995E+006	2.5658850E+006	-7.4840767E+001	1.300000000000000E+001
3.1630396E+003	8.2107044E+005	2.9884545E+006	3.0991963E+006	-7.4637199E+001	1.300000000000000E+001
2.5124102E+003	1.6977931E+006	5.0172520E+006	5.2967270E+006	-7.1304642E+001	1.300000000000000E+001
1.9956379E+003	2.1795608E+006	5.9931995E+006	6.3772195E+006	-7.0015076E+001	1.300000000000000E+001
1.5844926E+003	2.7812405E+006	7.0878305E+006	7.6139765E+006	-6.8575127E+001	1.300000000000000E+001
1.2587904E+003	3.5043858E+006	8.3069265E+006	9.0158610E+006	-6.7126915E+001	1.300000000000000E+001
9.9968164E+002	4.3100800E+006	9.6682140E+006	1.0585422E+007	-6.5972733E+001	1.300000000000000E+001
7.9423932E+002	5.1636695E+006	1.1217447E+007	1.2348870E+007	-6.5282211E+001	1.300000000000000E+001
6.3100977E+002	6.0546435E+006	1.3046908E+007	1.4383342E+007	-6.5105530E+001	1.300000000000000E+001
5.0112231E+002	6.9384180E+006	1.5287948E+007	1.6788776E+007	-6.5589134E+001	1.300000000000000E+001
3.9808899E+002	7.9067225E+006	1.8129704E+007	1.9778838E+007	-6.6437035E+001	1.300000000000000E+001
3.1631589E+002	8.9309110E+006	2.1626696E+007	2.3398186E+007	-6.7561447E+001	1.300000000000000E+001
2.5120601E+002	1.6143021E+007	3.9039608E+007	4.2245568E+007	-6.7534721E+001	1.300000000000000E+001
1.9955261E+002	2.0881264E+007	4.5904640E+007	5.0430776E+007	-6.5539993E+001	1.300000000000000E+001
1.5852898E+002	2.7171442E+007	5.3493712E+007	5.9998872E+007	-6.3072296E+001	1.300000000000000E+001
1.2592673E+002	3.3985128E+007	6.0723512E+007	6.9586880E+007	-6.0765572E+001	1.300000000000000E+001
9.9968163E+001	4.2603584E+007	6.8860984E+007	8.0974688E+007	-5.8255344E+001	1.300000000000000E+001
7.9415733E+001	5.1135464E+007	7.7501264E+007	9.2850856E+007	-5.6583103E+001	1.300000000000000E+001
6.3082275E+001	4.3711372E+007	3.8046252E+007	5.7949992E+007	-4.1036217E+001	1.300000000000000E+001
5.0112232E+001	7.2824888E+007	9.9580680E+007	1.2336846E+008	-5.3821419E+001	1.300000000000000E+001
3.9808899E+001	8.5824880E+007	1.1275282E+008	1.4170077E+008	-5.2722435E+001	1.300000000000000E+001
3.1629576E+001	1.4817282E+008	1.9720421E+008	2.4666715E+008	-5.3079990E+001	1.300000000000000E+001
2.5120600E+001	1.9451474E+008	2.0114581E+008	2.7981354E+008	-4.5960159E+001	1.300000000000000E+001
1.9955261E+001	2.3639990E+008	2.0825979E+008	3.1505088E+008	-4.1378887E+001	1.300000000000000E+001
1.5846863E+001	2.8066800E+008	2.0017280E+008	3.4473712E+008	-3.5496517E+001	1.300000000000000E+001
1.2587234E+001	3.2474000E+008	1.9187267E+008	3.7718854E+008	-3.0576721E+001	1.300000000000000E+001
9.9968157E+000	3.5885750E+008	1.7000754E+008	3.9709101E+008	-2.5349098E+001	1.300000000000000E+001
7.9395618E+000	3.8536509E+008	1.4900627E+008	4.1316960E+008	-2.1139624E+001	1.300000000000000E+001
6.3131294E+000	4.0443485E+008	1.2780382E+008	4.2414781E+008	-1.7536846E+001	1.300000000000000E+001
5.0128322E+000	4.1867485E+008	1.1043628E+008	4.3299514E+008	-1.4776667E+001	1.300000000000000E+001
3.9819028E+000	4.2950227E+008	9.5693408E+007	4.4003344E+008	-1.2560389E+001	1.300000000000000E+001
3.1603944E+000	4.4085907E+008	8.3662312E+007	4.4872720E+008	-1.0745309E+001	1.300000000000000E+001
2.5108454E+000	4.4661242E+008	7.1843248E+007	4.5235395E+008	-9.1384621E+000	1.300000000000000E+001
1.9955261E+000	4.5749315E+008	6.4136292E+007	4.6196694E+008	-7.9803271E+000	1.300000000000000E+001
1.5840454E+000	4.6549478E+008	5.6354444E+007	4.6889360E+008	-6.9028368E+000	1.300000000000000E+001
1.2595726E+000	4.7265699E+008	4.9756804E+007	4.7526874E+008	-6.0094180E+000	1.300000000000000E+001
1.0004489E+000	4.7715882E+008	4.2393040E+007	4.7903830E+008	-5.0770969E+000	1.300000000000000E+001
1.0000193E+006	2.4875152E+004	5.6228289E+004	6.1484906E+004	-6.6135605E+001	1.400000000000000E+001
7.9432600E+005	3.3865051E+004	6.0060430E+004	6.8949961E+004	-6.0583538E+001	1.400000000000000E+001
6.3095688E+005	4.1607051E+004	6.3678957E+004	7.6066789E+004	-5.6839893E+001	1.400000000000000E+001
5.0119131E+005	4.9082602E+004	6.8057313E+004	8.3910070E+004	-5.4201042E+001	1.400000000000000E+001
3.9810538E+005	5.5878277E+004	7.3929188E+004	9.2670961E+004	-5.2916729E+001	1.400000000000000E+001
3.1623041E+005	6.1965734E+004	8.1263023E+004	1.0219311E+005	-5.2673286E+001	1.400000000000000E+001
2.5119134E+005	6.7953258E+004	9.1573047E+004	1.1403188E+005	-5.3422142E+001	1.400000000000000E+001
1.9952144E+005	7.3783195E+004	1.0413214E+005	1.2762234E+005	-5.4680386E+001	1.400000000000000E+001
1.5848630E+005	8.0255070E+004	1.2086751E+005	1.4508559E+005	-5.6416153E+001	1.400000000000000E+001
1.2588864E+005	8.7705406E+004	1.4173378E+005	1.6667544E+005	-5.8250618E+001	1.400000000000000E+001
1.0001951E+005	9.5910969E+004	1.6825055E+005	1.9366766E+005	-6.0314766E+001	1.400000000000000E+001
7.9433578E+004	1.0612066E+005	2.0025930E+005	2.2663931E+005	-6.2080154E+001	1.400000000000000E+001
6.3095688E+004	1.1746482E+005	2.3913645E+005	2.6642866E+005	-6.3839539E+001	1.400000000000000E+001
5.0117172E+004	1.3130288E+005	2.8694284E+005	3.1555766E+005	-6.5411530E+001	1.400000000000000E+001
3.9814441E+004	1.4841450E+005	3.4431369E+005	3.7493838E+005	-6.6681808E+001	1.400000000000000E+001
3.1621082E+004	1.6719484E+005	4.1335131E+005	4.4588500E+005	-6.7977356E+001	1.400000000000000E+001
2.5117180E+004	1.5544358E+005	5.4262363E+005	5.6444938E+005	-7.4014755E+001	1.400000000000000E+001
1.9951164E+004	1.7645219E+005	6.6028719E+005	6.8345781E+005	-7.5038162E+001	1.400000000000000E+001
1.5849604E+004	2.0590098E+005	8.1375594E+005	8.3940094E+005	-7.5800720E+001	1.400000000000000E+001
1.2587890E+004	2.4247998E+005	9.9101469E+005	1.0202483E+006	-7.6251076E+001	1.400000000000000E+001
1.0019525E+004	2.9661163E+005	1.2230319E+006	1.2584854E+006	-7.6367737E+001	1.400000000000000E+001
8.0808101E+003	3.6020347E+005	1.4823510E+006	1.5254871E+006	-7.6342140E+001	1.400000000000000E+001
6.4205449E+003	4.4594069E+005	1.8076800E+006	1.8618728E+006	-7.6142265E+001	1.400000000000000E+001
5.0116030E+003	5.6288806E+005	2.2273398E+006	2.2973648E+006	-7.5817299E+001	1.400000000000000E+001
3.9812698E+003	7.0360356E+005	2.7029950E+006	2.7930700E+006	-7.5409409E+001	1.400000000000000E+001
3.1630396E+003	1.4221351E+006	4.5859445E+006	4.8013910E+006	-7.2770950E+001	1.400000000000000E+001
2.5124102E+003	1.8457313E+006	5.5290495E+006	5.8289890E+006	-7.1539734E+001	1.400000000000000E+001
1.9956379E+003	2.3886770E+006	6.5972910E+006	7.0164110E+006	-7.0096230E+001	1.400000000000000E+001
1.5844926E+003	3.0555548E+006	7.7935180E+006	8.3711015E+006	-6.8591660E+001	1.400000000000000E+001
1.2587904E+003	3.8538550E+006	9.1263400E+006	9.9066790E+006	-6.7106728E+001	1.400000000000000E+001
9.9968164E+002	4.7648845E+006	1.0607279E+007	1.1628349E+007	-6.5809959E+001	1.400000000000000E+001
7.9423932E+002	5.7107180E+006	1.2290652E+007	1.3552580E+007	-6.5078575E+001	1.400000000000000E+001
6.3100977E+002	6.7147785E+006	1.4270076E+007	1.5770964E+007	-6.4800690E+001	1.400000000000000E+001
5.0112231E+002	7.6709045E+006	1.6700142E+007	1.8377636E+007	-6.5329178E+001	1.400000000000000E+001
3.9808899E+002	8.6966140E+006	1.9751438E+007	2.1581252E+007	-6.6235970E+001	1.400000000000000E+001
3.1631589E+002	1.3647981E+007	3.6202588E+007	3.8689724E+007	-6.9344101E+001	1.400000000000000E+001
2.5120601E+002	1.8377682E+007	4.2832244E+007	4.6608372E+007	-6.6777672E+001	1.400000000000000E+001
1.9955261E+002	2.3669772E+007	5.0309432E+007	5.5599436E+007	-6.4803780E+001	1.400000000000000E+001
1.5852898E+002	3.0712100E+007	5.8170160E+007	6.5779940E+007	-6.2167290E+001	1.400000000000000E+001
1.2592673E+002	3.8423784E+007	6.6032300E+007	7.6397984E+007	-5.9805141E+001	1.400000000000000E+001
9.9968163E+001	4.8199148E+007	7.4411800E+007	8.8658184E+007	-5.7067448E+001	1.400000000000000E+001
7.9415733E+001	5.7572000E+007	8.3338144E+007	1.0129058E+008	-5.5362347E+001	1.400000000000000E+001
6.3082275E+001	4.0823036E+007	4.2019964E+007	5.8584960E+007	-4.5827763E+001	1.400000000000000E+001
5.0112232E+001	8.1417176E+007	1.0610171E+008	1.3373978E+008	-5.2499161E+001	1.400000000000000E+001
3.9808899E+001	9.6589024E+007	1.1878313E+008	1.5309758E+008	-5.0883564E+001	1.400000000000000E+001
3.1629576E+001	1.7289493E+008	2.0671725E+008	2.6948966E+008	-5.0091438E+001	1.400000000000000E+001
2.5120600E+001	2.1611160E+008	2.0696245E+008	2.9922848E+008	-4.3761147E+001	1.400000000000000E+001
1.9955261E+001	2.6301830E+008	2.0914829E+008	3.3603814E+008	-3.8491203E+001	1.400000000000000E+001
1.5846863E+001	3.0520106E+008	2.0061565E+008	3.6523187E+008	-3.3317837E+001	1.400000000000000E+001
1.2587234E+001	3.4818461E+008	1.8081302E+008	3.9233389E+008	-2.7442951E+001	1.400000000000000E+001
9.9968157E+000	3.7701472E+008	1.5907890E+008	4.0920189E+008	-2.2876995E+001	1.400000000000000E+001
7.9395618E+000	4.0226995E+008	1.3562194E+008	4.2451670E+008	-1.8631102E+001	1.400000000000000E+001
6.3131294E+000	4.1720630E+008	1.1469421E+008	4.3268448E+008	-1.5371460E+001	1.400000000000000E+001
5.0128322E+000	4.2851216E+008	9.7445056E+007	4.3945216E+008	-1.2811378E+001	1.400000000000000E+001
3.9819028E+000	4.3734758E+008	8.3017848E+007	4.4515712E+008	-1.0748080E+001	1.400000000000000E+001
3.1603944E+000	4.4449514E+008	7.1859720E+007	4.5026630E+008	-9.1833210E+000	1.400000000000000E+001
2.5108454E+000	4.5286064E+008	6.3987732E+007	4.5735894E+008	-8.0424662E+000	1.400000000000000E+001
1.9955261E+000	4.5883584E+008	5.5861476E+007	4.6222378E+008	-6.9413772E+000	1.400000000000000E+001
1.5840454E+000	4.6514819E+008	4.7788372E+007	4.6759658E+008	-5.8658705E+000	1.400000000000000E+001
1.2595726E+000	4.7128618E+008	4.1723756E+007	4.7312950E+008	-5.0593009E+000	1.400000000000000E+001
1.0004489E+000	4.7739504E+008	3.6540196E+007	4.7879139E+008	-4.3769307E+000	1.400000000000000E+001
1.0000193E+006	2.4005893E+004	5.7271660E+004	6.2099324E+004	-6.7258598E+001	1.500000000000000E+001
7.9432600E+005	3.3467566E+004	6.1022023E+004	6.9597164E+004	-6.1257404E+001	1.500000000000000E+001
6.3095688E+005	4.1650969E+004	6.4829313E+004	7.7056102E+004	-5.7280422E+001	1.500000000000000E+001
5.0119131E+005	4.8801023E+004	7.0092016E+004	8.5407438E+004	-5.5152733E+001	1.500000000000000E+001
3.9810538E+005	5.5407219E+004	7.6108227E+004	9.4140438E+004	-5.3945168E+001	1.500000000000000E+001
3.1623041E+005	6.1905125E+004	8.3674047E+004	1.0408454E+005	-5.3504608E+001	1.500000000000000E+001
2.5119134E+005	6.7209422E+004	9.4991195E+004	1.1636337E+005	-5.4719326E+001	1.500000000000000E+001
