freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	cycle number	
5.0112232E+001	1.3635918E+008	4.6735452E+007	1.4414586E+008	-1.8918528E+001	7.700000000000000E+001
3.9808899E+001	1.4453165E+008	3.7587400E+007	1.4933925E+008	-1.4577621E+001	7.700000000000000E+001
3.1629576E+001	1.4639554E+008	3.0598172E+007	1.4955902E+008	-1.1805457E+001	7.700000000000000E+001
2.5120600E+001	1.4990893E+008	3.3757056E+007	1.5366270E+008	-1.2690404E+001	7.700000000000000E+001
1.9955261E+001	1.5282666E+008	2.5766282E+007	1.5498350E+008	-9.5699596E+000	7.700000000000000E+001
1.5846863E+001	1.5559718E+008	2.1691012E+007	1.5710182E+008	-7.9361677E+000	7.700000000000000E+001
1.2587234E+001	1.6086021E+008	2.5204624E+007	1.6282285E+008	-8.9050713E+000	7.700000000000000E+001
9.9968157E+000	1.6447467E+008	1.8354004E+007	1.6549558E+008	-6.3673882E+000	7.700000000000000E+001
7.9395618E+000	1.6449432E+008	1.5782214E+007	1.6524970E+008	-5.4804006E+000	7.700000000000000E+001
6.3131294E+000	1.6420282E+008	1.2942612E+007	1.6471210E+008	-4.5067868E+000	7.700000000000000E+001
5.0128322E+000	1.6414232E+008	1.0293706E+007	1.6446477E+008	-3.5884383E+000	7.700000000000000E+001
3.9819028E+000	1.6406784E+008	1.1168662E+007	1.6444755E+008	-3.8943126E+000	7.700000000000000E+001
3.1603944E+000	1.6858826E+008	8.9364640E+006	1.6882494E+008	-3.0342736E+000	7.700000000000000E+001
2.5108454E+000	1.6629390E+008	9.3603490E+006	1.6655714E+008	-3.2216644E+000	7.700000000000000E+001
1.9955261E+000	1.6998448E+008	4.9918570E+006	1.7005776E+008	-1.6820956E+000	7.700000000000000E+001
1.5840454E+000	1.7105376E+008	5.1426020E+006	1.7113104E+008	-1.7220356E+000	7.700000000000000E+001
1.2595726E+000	1.6916218E+008	4.8448495E+006	1.6923154E+008	-1.6405180E+000	7.700000000000000E+001
1.0004489E+000	1.7014077E+008	3.3932250E+006	1.7017461E+008	-1.1425345E+000	7.700000000000000E+001
1.0000193E+006	2.3805406E+004	6.7748297E+004	7.1808977E+004	-7.0639534E+001	7.800000000000000E+001
7.9432600E+005	3.5207059E+004	7.3447016E+004	8.1449375E+004	-6.4389122E+001	7.800000000000000E+001
6.3095688E+005	4.5744367E+004	7.7673969E+004	9.0143180E+004	-5.9504982E+001	7.800000000000000E+001
5.0119131E+005	5.5315180E+004	8.2633109E+004	9.9438422E+004	-5.6201370E+001	7.800000000000000E+001
3.9810538E+005	6.3480301E+004	8.8731945E+004	1.0910136E+005	-5.4419445E+001	7.800000000000000E+001
3.1623041E+005	6.9796078E+004	9.7359148E+004	1.1979272E+005	-5.4363533E+001	7.800000000000000E+001
2.5119134E+005	7.5022688E+004	1.0886671E+005	1.3221333E+005	-5.5428329E+001	7.800000000000000E+001
1.9952144E+005	8.0392703E+004	1.2518535E+005	1.4877620E+005	-5.7291851E+001	7.800000000000000E+001
1.5848630E+005	8.6010625E+004	1.4610409E+005	1.6954125E+005	-5.9514927E+001	7.800000000000000E+001
1.2588864E+005	9.1219344E+004	1.7345213E+005	1.9597605E+005	-6.2259892E+001	7.800000000000000E+001
1.0001951E+005	9.7435891E+004	2.0915273E+005	2.3073495E+005	-6.5021072E+001	7.800000000000000E+001
7.9433578E+004	1.0441006E+005	2.5325072E+005	2.7392953E+005	-6.7594650E+001	7.800000000000000E+001
6.3095688E+004	1.1379819E+005	3.0884019E+005	3.2913872E+005	-6.9772697E+001	7.800000000000000E+001
5.0117172E+004	1.2532034E+005	3.7669950E+005	3.9699838E+005	-7.1598755E+001	7.800000000000000E+001
3.9814441E+004	1.3986170E+005	4.6295941E+005	4.8362456E+005	-7.3190247E+001	7.800000000000000E+001
3.1621082E+004	1.0929095E+005	5.9489294E+005	6.0484881E+005	-7.9589966E+001	7.800000000000000E+001
2.5117180E+004	1.1881623E+005	7.4573131E+005	7.5513738E+005	-8.0947243E+001	7.800000000000000E+001
1.9951164E+004	1.3311169E+005	9.2350556E+005	9.3304944E+005	-8.1798027E+001	7.800000000000000E+001
1.5849604E+004	1.5304711E+005	1.1596415E+006	1.1696974E+006	-8.2481674E+001	7.800000000000000E+001
1.2587890E+004	1.8089342E+005	1.4363955E+006	1.4477411E+006	-8.2822205E+001	7.800000000000000E+001
1.0019525E+004	2.3312219E+005	1.8085121E+006	1.8234753E+006	-8.2654922E+001	7.800000000000000E+001
8.0808101E+003	2.9671809E+005	2.2210570E+006	2.2407890E+006	-8.2390724E+001	7.800000000000000E+001
6.4205449E+003	3.9265947E+005	2.7533075E+006	2.7811660E+006	-8.1883568E+001	7.800000000000000E+001
5.0116030E+003	5.3571819E+005	3.4471958E+006	3.4885745E+006	-8.1166496E+001	7.800000000000000E+001
3.9812698E+003	1.2914048E+006	6.3617445E+006	6.4914960E+006	-7.8525139E+001	7.800000000000000E+001
3.1630396E+003	1.8146700E+006	7.8191765E+006	8.0269890E+006	-7.6934128E+001	7.800000000000000E+001
2.5124102E+003	2.5859933E+006	9.5242090E+006	9.8690380E+006	-7.4809395E+001	7.800000000000000E+001
1.9956379E+003	3.6397323E+006	1.1466300E+007	1.2030116E+007	-7.2389069E+001	7.800000000000000E+001
1.5844926E+003	4.9934310E+006	1.3570199E+007	1.4459760E+007	-6.9797882E+001	7.800000000000000E+001
1.2587904E+003	6.6792810E+006	1.5826832E+007	1.7178516E+007	-6.7119156E+001	7.800000000000000E+001
9.9968164E+002	8.7134170E+006	1.8223270E+007	2.0199288E+007	-6.4445305E+001	7.800000000000000E+001
7.9423932E+002	1.0856308E+007	2.0793858E+007	2.3457280E+007	-6.2431297E+001	7.800000000000000E+001
6.3100977E+002	1.3261303E+007	2.3761468E+007	2.7211570E+007	-6.0834064E+001	7.800000000000000E+001
5.0112231E+002	1.9763152E+007	4.5156616E+007	4.9292008E+007	-6.6363029E+001	7.800000000000000E+001
3.9808899E+002	2.8557132E+007	5.2343820E+007	5.9627052E+007	-6.1384514E+001	7.800000000000000E+001
3.1631589E+002	3.8643668E+007	5.8318940E+007	6.9960216E+007	-5.6470493E+001	7.800000000000000E+001
2.5120601E+002	5.2264400E+007	6.1984796E+007	8.1078248E+007	-4.9863052E+001	7.800000000000000E+001
1.9955261E+002	6.5365532E+007	6.4883400E+007	9.2100536E+007	-4.4787914E+001	7.800000000000000E+001
1.5852898E+002	8.0263296E+007	6.4479424E+007	1.0295530E+008	-3.8776611E+001	7.800000000000000E+001
1.2592673E+002	9.2213464E+007	6.1025572E+007	1.1057777E+008	-3.3496029E+001	7.800000000000000E+001
9.9968163E+001	1.0246062E+008	5.2964936E+007	1.1534064E+008	-2.7335785E+001	7.800000000000000E+001
7.9415733E+001	1.1556092E+008	4.9521160E+007	1.2572458E+008	-2.3196518E+001	7.800000000000000E+001
6.3082275E+001	4.8664448E+007	3.3695688E+007	5.9191452E+007	-3.4699066E+001	7.800000000000000E+001
5.0112232E+001	1.2557277E+008	3.7399964E+007	1.3102396E+008	-1.6585373E+001	7.800000000000000E+001
3.9808899E+001	1.3013047E+008	3.3453670E+007	1.3436178E+008	-1.4417283E+001	7.800000000000000E+001
3.1629576E+001	1.3478818E+008	3.2008574E+007	1.3853664E+008	-1.3358763E+001	7.800000000000000E+001
2.5120600E+001	1.3614458E+008	2.3598122E+007	1.3817459E+008	-9.8334532E+000	7.800000000000000E+001
1.9955261E+001	1.3539290E+008	2.1177818E+007	1.3703918E+008	-8.8900261E+000	7.800000000000000E+001
1.5846863E+001	1.3839042E+008	1.9428274E+007	1.3974750E+008	-7.9913802E+000	7.800000000000000E+001
1.2587234E+001	1.3296468E+008	1.9301826E+007	1.3435835E+008	-8.2596493E+000	7.800000000000000E+001
9.9968157E+000	1.4129211E+008	1.2709828E+007	1.4186261E+008	-5.1401653E+000	7.800000000000000E+001
7.9395618E+000	1.4085818E+008	1.0752276E+007	1.4126797E+008	-4.3651538E+000	7.800000000000000E+001
6.3131294E+000	1.4199261E+008	8.7382220E+006	1.4226123E+008	-3.5215399E+000	7.800000000000000E+001
5.0128322E+000	1.4089429E+008	9.8246920E+006	1.4123642E+008	-3.9888322E+000	7.800000000000000E+001
3.9819028E+000	1.4114498E+008	1.9036985E+006	1.4115781E+008	-7.7273226E-001	7.800000000000000E+001
3.1603944E+000	1.4023790E+008	5.0289665E+006	1.4032805E+008	-2.0537610E+000	7.800000000000000E+001
2.5108454E+000	1.4106283E+008	2.7446173E+006	1.4108954E+008	-1.1146461E+000	7.800000000000000E+001
1.9955261E+000	1.4241429E+008	3.4158415E+006	1.4245525E+008	-1.3739898E+000	7.800000000000000E+001
1.5840454E+000	1.4025774E+008	2.1448635E+006	1.4027414E+008	-8.7611598E-001	7.800000000000000E+001
1.2595726E+000	1.3934224E+008	4.0167385E+006	1.3940013E+008	-1.6511750E+000	7.800000000000000E+001
1.0004489E+000	1.4827726E+008	-3.1155223E+006	1.4830998E+008	1.2036911E+000	7.800000000000000E+001
1.0000193E+006	2.4459441E+004	6.8207000E+004	7.2460055E+004	-7.0271858E+001	7.900000000000000E+001
7.9432600E+005	3.5385207E+004	7.2936672E+004	8.1067078E+004	-6.4119675E+001	7.900000000000000E+001
6.3095688E+005	4.6115031E+004	7.6939563E+004	8.9701125E+004	-5.9062920E+001	7.900000000000000E+001
5.0119131E+005	5.5354918E+004	8.1625641E+004	9.8625109E+004	-5.5856606E+001	7.900000000000000E+001
3.9810538E+005	6.3775934E+004	8.7718688E+004	1.0845247E+005	-5.3980949E+001	7.900000000000000E+001
3.1623041E+005	6.9973313E+004	9.5892789E+004	1.1870843E+005	-5.3881638E+001	7.900000000000000E+001
2.5119134E+005	7.5572023E+004	1.0731205E+005	1.3125169E+005	-5.4845768E+001	7.900000000000000E+001
1.9952144E+005	8.1113039E+004	1.2253948E+005	1.4695322E+005	-5.6498070E+001	7.900000000000000E+001
1.5848630E+005	8.6095688E+004	1.4249672E+005	1.6648658E+005	-5.8859871E+001	7.900000000000000E+001
1.2588864E+005	9.1709219E+004	1.6915186E+005	1.9241344E+005	-6.1534737E+001	7.900000000000000E+001
1.0001951E+005	9.7562773E+004	2.0414048E+005	2.2625613E+005	-6.4455940E+001	7.900000000000000E+001
7.9433578E+004	1.0415684E+005	2.4677905E+005	2.6785919E+005	-6.7117088E+001	7.900000000000000E+001
6.3095688E+004	1.1325135E+005	3.0056928E+005	3.2119738E+005	-6.9354118E+001	7.900000000000000E+001
5.0117172E+004	1.2410243E+005	3.6746953E+005	3.8785984E+005	-7.1339058E+001	7.900000000000000E+001
3.9814441E+004	1.3882273E+005	4.4978456E+005	4.7072063E+005	-7.2847542E+001	7.900000000000000E+001
3.1621082E+004	1.0977695E+005	5.7963450E+005	5.8993825E+005	-7.9275772E+001	7.900000000000000E+001
2.5117180E+004	1.1998249E+005	7.2626113E+005	7.3610531E+005	-8.0619141E+001	7.900000000000000E+001
1.9951164E+004	1.3251417E+005	9.0143150E+005	9.1111950E+005	-8.1637184E+001	7.900000000000000E+001
1.5849604E+004	1.5420405E+005	1.1308279E+006	1.1412934E+006	-8.2234825E+001	7.900000000000000E+001
1.2587890E+004	1.8152325E+005	1.4034853E+006	1.4151755E+006	-8.2630417E+001	7.900000000000000E+001
1.0019525E+004	2.3347473E+005	1.7639129E+006	1.7792974E+006	-8.2460052E+001	7.900000000000000E+001
8.0808101E+003	2.9667909E+005	2.1621280E+006	2.1823878E+006	-8.2186882E+001	7.900000000000000E+001
6.4205449E+003	3.9202569E+005	2.6851355E+006	2.7136023E+006	-8.1693588E+001	7.900000000000000E+001
5.0116030E+003	5.3635075E+005	3.3664370E+006	3.4088958E+006	-8.0947548E+001	7.900000000000000E+001
3.9812698E+003	1.2817083E+006	6.1783435E+006	6.3098895E+006	-7.8280128E+001	7.900000000000000E+001
3.1630396E+003	1.8056146E+006	7.5868420E+006	7.7987445E+006	-7.6613052E+001	7.900000000000000E+001
2.5124102E+003	2.5709183E+006	9.2455490E+006	9.5963430E+006	-7.4460297E+001	7.900000000000000E+001
1.9956379E+003	3.5982235E+006	1.1091729E+007	1.1660775E+007	-7.2026627E+001	7.900000000000000E+001
1.5844926E+003	4.9613295E+006	1.3126745E+007	1.4033040E+007	-6.9295624E+001	7.900000000000000E+001
1.2587904E+003	6.6625600E+006	1.5270073E+007	1.6660277E+007	-6.6427643E+001	7.900000000000000E+001
9.9968164E+002	8.6305660E+006	1.7567068E+007	1.9572648E+007	-6.3835468E+001	7.900000000000000E+001
7.9423932E+002	1.0782661E+007	2.0023276E+007	2.2741974E+007	-6.1697254E+001	7.900000000000000E+001
6.3100977E+002	1.3272459E+007	2.2754730E+007	2.6342664E+007	-5.9745693E+001	7.900000000000000E+001
5.0112231E+002	2.0300618E+007	4.2489484E+007	4.7090036E+007	-6.4462471E+001	7.900000000000000E+001
3.9808899E+002	2.8831732E+007	4.8768440E+007	5.6653592E+007	-5.9408569E+001	7.900000000000000E+001
3.1631589E+002	3.8708400E+007	5.4138472E+007	6.6553096E+007	-5.4435658E+001	7.900000000000000E+001
2.5120601E+002	5.0074568E+007	5.7917764E+007	7.6563240E+007	-4.9153946E+001	7.900000000000000E+001
1.9955261E+002	6.3981992E+007	5.7998232E+007	8.6356760E+007	-4.2191597E+001	7.900000000000000E+001
1.5852898E+002	7.7050256E+007	5.4963992E+007	9.4645560E+007	-3.5502258E+001	7.900000000000000E+001
1.2592673E+002	8.7436032E+007	5.0935872E+007	1.0119053E+008	-3.0222944E+001	7.900000000000000E+001
9.9968163E+001	8.8175496E+007	3.2970228E+007	9.4137952E+007	-2.0501574E+001	7.900000000000000E+001
7.9415733E+001	9.2694288E+007	2.7615034E+007	9.6720328E+007	-1.6589592E+001	7.900000000000000E+001
6.3082275E+001	5.1713688E+007	3.3749528E+007	6.1752216E+007	-3.3129383E+001	7.900000000000000E+001
5.0112232E+001	1.1097718E+008	2.6771926E+007	1.1416073E+008	-1.3562790E+001	7.900000000000000E+001
3.9808899E+001	1.1315281E+008	2.3077606E+007	1.1548218E+008	-1.1527425E+001	7.900000000000000E+001
3.1629576E+001	1.0995171E+008	1.6853538E+007	1.1123588E+008	-8.7145424E+000	7.900000000000000E+001
2.5120600E+001	1.1371432E+008	1.5647138E+007	1.1478580E+008	-7.8347230E+000	7.900000000000000E+001
1.9955261E+001	1.0912910E+008	1.2026073E+007	1.0978974E+008	-6.2886443E+000	7.900000000000000E+001
1.5846863E+001	1.1573498E+008	1.0776462E+007	1.1623561E+008	-5.3196588E+000	7.900000000000000E+001
1.2587234E+001	1.1740794E+008	1.3389808E+007	1.1816900E+008	-6.5061965E+000	7.900000000000000E+001
9.9968157E+000	1.2124238E+008	9.3362400E+006	1.2160131E+008	-4.4033575E+000	7.900000000000000E+001
7.9395618E+000	1.1995227E+008	6.7937280E+006	1.2014450E+008	-3.2415936E+000	7.900000000000000E+001
6.3131294E+000	1.2219567E+008	6.5139080E+006	1.2236917E+008	-3.0513890E+000	7.900000000000000E+001
5.0128322E+000	1.1872126E+008	3.1378870E+006	1.1876273E+008	-1.5140154E+000	7.900000000000000E+001
3.9819028E+000	1.1958898E+008	3.7515945E+006	1.1964782E+008	-1.7968215E+000	7.900000000000000E+001
3.1603944E+000	1.1997854E+008	3.5539805E+006	1.2003116E+008	-1.6967082E+000	7.900000000000000E+001
2.5108454E+000	1.2024238E+008	2.9272650E+006	1.2027801E+008	-1.3945732E+000	7.900000000000000E+001
1.9955261E+000	1.1972532E+008	2.4648340E+006	1.1975069E+008	-1.1794051E+000	7.900000000000000E+001
1.5840454E+000	1.1874926E+008	2.3168205E+006	1.1877186E+008	-1.1177098E+000	7.900000000000000E+001
1.2595726E+000	1.1807122E+008	2.2668645E+006	1.1809298E+008	-1.0998938E+000	7.900000000000000E+001
1.0004489E+000	1.1793602E+008	1.1033649E+006	1.1794118E+008	-5.3602207E-001	7.900000000000000E+001
1.0000193E+006	2.4165248E+004	6.7044563E+004	7.1266633E+004	-7.0179031E+001	8.000000000000000E+001
7.9432600E+005	3.6019539E+004	7.2399578E+004	8.0864742E+004	-6.3549179E+001	8.000000000000000E+001
6.3095688E+005	4.6444305E+004	7.6591984E+004	8.9573461E+004	-5.8767967E+001	8.000000000000000E+001
5.0119131E+005	5.5509488E+004	8.0735570E+004	9.7977219E+004	-5.5489651E+001	8.000000000000000E+001
3.9810538E+005	6.3892598E+004	8.6714641E+004	1.0771116E+005	-5.3616676E+001	8.000000000000000E+001
3.1623041E+005	7.0800438E+004	9.4255727E+004	1.1788488E+005	-5.3087856E+001	8.000000000000000E+001
2.5119134E+005	7.6182992E+004	1.0485666E+005	1.2961005E+005	-5.3999935E+001	8.000000000000000E+001
1.9952144E+005	8.1304039E+004	1.1990344E+005	1.4486953E+005	-5.5859615E+001	8.000000000000000E+001
1.5848630E+005	8.6429188E+004	1.3917853E+005	1.6383122E+005	-5.8159920E+001	8.000000000000000E+001
1.2588864E+005	9.1923516E+004	1.6522122E+005	1.8907138E+005	-6.0909912E+001	8.000000000000000E+001
1.0001951E+005	9.8251188E+004	1.9840658E+005	2.2140114E+005	-6.3655327E+001	8.000000000000000E+001
7.9433578E+004	1.0404542E+005	2.3983158E+005	2.6142806E+005	-6.6547493E+001	8.000000000000000E+001
6.3095688E+004	1.1270122E+005	2.9216606E+005	3.1314944E+005	-6.8906189E+001	8.000000000000000E+001
5.0117172E+004	1.2432815E+005	3.5637903E+005	3.7744338E+005	-7.0767914E+001	8.000000000000000E+001
3.9814441E+004	1.3773103E+005	4.3676016E+005	4.5796209E+005	-7.2497482E+001	8.000000000000000E+001
3.1621082E+004	1.1067414E+005	5.6182575E+005	5.7262288E+005	-7.8855980E+001	8.000000000000000E+001
2.5117180E+004	1.2167991E+005	7.0516369E+005	7.1558494E+005	-8.0209702E+001	8.000000000000000E+001
1.9951164E+004	1.3363811E+005	8.7466444E+005	8.8481469E+005	-8.1313080E+001	8.000000000000000E+001
1.5849604E+004	1.5710345E+005	1.0954788E+006	1.1066866E+006	-8.1838814E+001	8.000000000000000E+001
1.2587890E+004	1.8446719E+005	1.3587398E+006	1.3712045E+006	-8.2268600E+001	8.000000000000000E+001
1.0019525E+004	2.3799963E+005	1.7004693E+006	1.7170439E+006	-8.2032570E+001	8.000000000000000E+001
8.0808101E+003	3.0386391E+005	2.0904291E+006	2.1123985E+006	-8.1729439E+001	8.000000000000000E+001
6.4205449E+003	3.9908234E+005	2.5856948E+006	2.6163113E+006	-8.1226067E+001	8.000000000000000E+001
5.0116030E+003	5.4428075E+005	3.2387860E+006	3.2842010E+006	-8.0460533E+001	8.000000000000000E+001
3.9812698E+003	1.2754513E+006	5.8888730E+006	6.0254130E+006	-7.7779259E+001	8.000000000000000E+001
3.1630396E+003	1.7932551E+006	7.2122645E+006	7.4318585E+006	-7.6037132E+001	8.000000000000000E+001
2.5124102E+003	2.5268310E+006	8.7759660E+006	9.1324940E+006	-7.3937500E+001	8.000000000000000E+001
1.9956379E+003	3.5338040E+006	1.0545405E+007	1.1121751E+007	-7.1473808E+001	8.000000000000000E+001
1.5844926E+003	4.8620190E+006	1.2456631E+007	1.3371869E+007	-6.8678513E+001	8.000000000000000E+001
1.2587904E+003	6.5067525E+006	1.4469328E+007	1.5865033E+007	-6.5786896E+001	8.000000000000000E+001
9.9968164E+002	8.4688360E+006	1.6601543E+007	1.8636856E+007	-6.2972809E+001	8.000000000000000E+001
7.9423932E+002	1.0584718E+007	1.8941568E+007	2.1698370E+007	-6.0803150E+001	8.000000000000000E+001
6.3100977E+002	1.3028737E+007	2.1464194E+007	2.5108954E+007	-5.8742306E+001	8.000000000000000E+001
5.0112231E+002	2.0126204E+007	3.9722516E+007	4.4530240E+007	-6.3130039E+001	8.000000000000000E+001
3.9808899E+002	2.8651788E+007	4.5493968E+007	5.3764544E+007	-5.7797558E+001	8.000000000000000E+001
3.1631589E+002	3.7913112E+007	4.9508256E+007	6.2357608E+007	-5.2555336E+001	8.000000000000000E+001
2.5120601E+002	4.9524912E+007	5.0459848E+007	7.0702992E+007	-4.5535744E+001	8.000000000000000E+001
1.9955261E+002	6.1391676E+007	5.0732676E+007	7.9641336E+007	-3.9569546E+001	8.000000000000000E+001
1.5852898E+002	7.2697200E+007	4.7384664E+007	8.6776664E+007	-3.3096657E+001	8.000000000000000E+001
1.2592673E+002	8.1236544E+007	4.2886596E+007	9.1862048E+007	-2.7830580E+001	8.000000000000000E+001
9.9968163E+001	8.9109376E+007	3.6101472E+007	9.6144672E+007	-2.2054672E+001	8.000000000000000E+001
7.9415733E+001	9.3534640E+007	2.9939244E+007	9.8209408E+007	-1.7749205E+001	8.000000000000000E+001
6.3082275E+001	5.6463804E+007	5.6074550E+006	5.6741560E+007	-5.6714826E+000	8.000000000000000E+001
5.0112232E+001	9.8354296E+007	1.9376052E+007	1.0024470E+008	-1.1144705E+001	8.000000000000000E+001
3.9808899E+001	9.9220832E+007	1.5940857E+007	1.0049321E+008	-9.1271658E+000	8.000000000000000E+001
3.1629576E+001	1.0124387E+008	1.4107982E+007	1.0222210E+008	-7.9328856E+000	8.000000000000000E+001
2.5120600E+001	9.8125952E+007	8.3997120E+006	9.8484808E+007	-4.8926678E+000	8.000000000000000E+001
1.9955261E+001	9.8518656E+007	7.1162780E+006	9.8775336E+007	-4.1314588E+000	8.000000000000000E+001
1.5846863E+001	9.8313384E+007	6.8937340E+006	9.8554784E+007	-4.0110145E+000	8.000000000000000E+001
1.2587234E+001	9.8958336E+007	5.8168640E+006	9.9129152E+007	-3.3640289E+000	8.000000000000000E+001
9.9968157E+000	1.0025203E+008	5.0698645E+006	1.0038014E+008	-2.8950493E+000	8.000000000000000E+001
7.9395618E+000	1.0119255E+008	3.3793938E+006	1.0124897E+008	-1.9127204E+000	8.000000000000000E+001
6.3131294E+000	1.0052101E+008	3.0980475E+006	1.0056874E+008	-1.7652916E+000	8.000000000000000E+001
5.0128322E+000	1.0062960E+008	2.6761488E+006	1.0066518E+008	-1.5233679E+000	8.000000000000000E+001
3.9819028E+000	9.8757712E+007	2.9017405E+006	9.8800336E+007	-1.6830043E+000	8.000000000000000E+001
3.1603944E+000	1.0072838E+008	1.6946764E+006	1.0074263E+008	-9.6386582E-001	8.000000000000000E+001
2.5108454E+000	1.0312894E+008	1.6380803E+006	1.0314195E+008	-9.0999860E-001	8.000000000000000E+001
1.9955261E+000	1.0157683E+008	1.3713620E+006	1.0158609E+008	-7.7348822E-001	8.000000000000000E+001
1.5840454E+000	1.0151863E+008	1.1529583E+006	1.0152518E+008	-6.5068650E-001	8.000000000000000E+001
1.2595726E+000	1.0189757E+008	1.0850508E+006	1.0190334E+008	-6.1008799E-001	8.000000000000000E+001
1.0004489E+000	9.9965776E+007	1.0192979E+006	9.9970976E+007	-5.8419436E-001	8.000000000000000E+001
1.0000193E+006	2.4837381E+004	6.5811711E+004	7.0342570E+004	-6.9323463E+001	8.100000000000000E+001
7.9432600E+005	3.5598273E+004	7.1962883E+004	8.0286320E+004	-6.3679527E+001	8.100000000000000E+001
6.3095688E+005	4.6224059E+004	7.5888953E+004	8.8858297E+004	-5.8654350E+001	8.100000000000000E+001
5.0119131E+005	5.6058719E+004	8.0069383E+004	9.7742961E+004	-5.5003105E+001	8.100000000000000E+001
3.9810538E+005	6.4000090E+004	8.5494555E+004	1.0679574E+005	-5.3181961E+001	8.100000000000000E+001
3.1623041E+005	7.0773313E+004	9.2821836E+004	1.1672513E+005	-5.2675781E+001	8.100000000000000E+001
2.5119134E+005	7.5985273E+004	1.0302741E+005	1.2801723E+005	-5.3590305E+001	8.100000000000000E+001
1.9952144E+005	8.1690148E+004	1.1754673E+005	1.4314508E+005	-5.5202286E+001	8.100000000000000E+001
1.5848630E+005	8.6192875E+004	1.3614659E+005	1.6113692E+005	-5.7662560E+001	8.100000000000000E+001
1.2588864E+005	9.2257805E+004	1.6118430E+005	1.8571989E+005	-6.0214272E+001	8.100000000000000E+001
1.0001951E+005	9.7913570E+004	1.9316613E+005	2.1656458E+005	-6.3120102E+001	8.100000000000000E+001
7.9433578E+004	1.0435186E+005	2.3329756E+005	2.5557203E+005	-6.5901466E+001	8.100000000000000E+001
6.3095688E+004	1.1275071E+005	2.8439478E+005	3.0592991E+005	-6.8373734E+001	8.100000000000000E+001
5.0117172E+004	1.2345509E+005	3.4754300E+005	3.6881878E+005	-7.0443817E+001	8.100000000000000E+001
3.9814441E+004	1.3691208E+005	4.2394731E+005	4.4550672E+005	-7.2102348E+001	8.100000000000000E+001
3.1621082E+004	1.0942727E+005	5.4804581E+005	5.5886363E+005	-7.8708351E+001	8.100000000000000E+001
2.5117180E+004	1.2061874E+005	6.8569875E+005	6.9622675E+005	-8.0023376E+001	8.100000000000000E+001
1.9951164E+004	1.3235342E+005	8.5107263E+005	8.6130250E+005	-8.1160530E+001	8.100000000000000E+001
1.5849604E+004	1.5736009E+005	1.0673701E+006	1.0789074E+006	-8.1613419E+001	8.100000000000000E+001
1.2587890E+004	1.8350270E+005	1.3245936E+006	1.3372440E+006	-8.2112724E+001	8.100000000000000E+001
1.0019525E+004	2.3410306E+005	1.6607320E+006	1.6771509E+006	-8.1976234E+001	8.100000000000000E+001
8.0808101E+003	2.9557884E+005	2.0387828E+006	2.0600975E+006	-8.1750839E+001	8.100000000000000E+001
6.4205449E+003	3.9476203E+005	2.5301338E+006	2.5607448E+006	-8.1131973E+001	8.100000000000000E+001
5.0116030E+003	5.3882981E+005	3.1664648E+006	3.2119833E+006	-8.0342621E+001	8.100000000000000E+001
3.9812698E+003	1.2517924E+006	5.7406560E+006	5.8755525E+006	-7.7698792E+001	8.100000000000000E+001
3.1630396E+003	1.7708658E+006	7.0482270E+006	7.2672875E+006	-7.5896378E+001	8.100000000000000E+001
2.5124102E+003	2.5207860E+006	8.5591370E+006	8.9226220E+006	-7.3589561E+001	8.100000000000000E+001
1.9956379E+003	3.5503328E+006	1.0259271E+007	1.0856220E+007	-7.0911263E+001	8.100000000000000E+001
1.5844926E+003	4.8874835E+006	1.2092628E+007	1.3042973E+007	-6.7992897E+001	8.100000000000000E+001
1.2587904E+003	6.5724880E+006	1.3989672E+007	1.5456666E+007	-6.4835396E+001	8.100000000000000E+001
9.9968164E+002	8.5610350E+006	1.5997297E+007	1.8144002E+007	-6.1846310E+001	8.100000000000000E+001
7.9423932E+002	1.0863749E+007	1.7973084E+007	2.1001256E+007	-5.8849327E+001	8.100000000000000E+001
6.3100977E+002	1.3370015E+007	2.0332564E+007	2.4334552E+007	-5.6672417E+001	8.100000000000000E+001
5.0112231E+002	1.6236069E+007	2.2714566E+007	2.7920628E+007	-5.4443321E+001	8.100000000000000E+001
3.9808899E+002	2.9123080E+007	4.0979700E+007	5.0274144E+007	-5.4599697E+001	8.100000000000000E+001
3.1631589E+002	3.8099924E+007	4.3693484E+007	5.7971756E+007	-4.8912163E+001	8.100000000000000E+001
2.5120601E+002	4.8979724E+007	4.4543536E+007	6.6205288E+007	-4.2284264E+001	8.100000000000000E+001
1.9955261E+002	5.8651820E+007	4.2496196E+007	7.2429016E+007	-3.5925220E+001	8.100000000000000E+001
1.5852898E+002	6.7926000E+007	3.8372056E+007	7.8015104E+007	-2.9462526E+001	8.100000000000000E+001
1.2592673E+002	7.4429408E+007	3.2720568E+007	8.1304200E+007	-2.3731194E+001	8.100000000000000E+001
9.9968163E+001	7.9726192E+007	2.6012810E+007	8.3862576E+007	-1.8070305E+001	8.100000000000000E+001
7.9415733E+001	8.2146216E+007	2.0209270E+007	8.4595600E+007	-1.3821195E+001	8.100000000000000E+001
6.3082275E+001	4.3302808E+007	3.6502328E+007	5.6635264E+007	-4.0129391E+001	8.100000000000000E+001
