Date:, 200308
Serial number:, 0002
Data Source:, simulation
Circuit type:, rc
Circuit configuration:, parallel
Circuit elements:, [R=20.0 ohm C=1e-05 F]
---
,freq [Hz],angular_freq [1/s],Re_Z [ohm],Im_Z [ohm],|Z| [ohm],phase_angle [rad]
0,100000000.0,628318530.7179586,1.2665147954490197e-09,-0.00015915494308181677,0.00015915494308685606,-1.5707883690477422
1,71626291.1569279,450041260.2049765,2.4686830775445155e-09,-0.00022220184865296666,0.0002222018486666803,-1.570785216702463
2,51303255.84896997,322347863.3607233,4.811942315167597e-09,-0.00031022386478186546,0.00031022386481918495,-1.570780815601655
3,36746619.40736688,230885819.1488878,9.379409229375992e-09,-0.00043311451661142287,0.0004331145167129818,-1.5707746710690593
4,26320240.607048776,165374949.0636404,1.8282288462963305e-08,-0.0006046865046658674,0.0006046865049422437,-1.570766092469645
5,18852212.170408722,118451942.51694426,3.563572748856503e-08,-0.0008442242288049992,0.0008442242295571128,-1.5707541155834062
6,13503140.378698722,84842733.2282232,6.946094714378884e-08,-0.0011786513216600378,0.0011786513237067938,-1.570737394228677
7,9671798.642975444,60769703.12754277,1.3539286301689678e-07,-0.0016455568182249763,0.0016455568237948926,-1.570714048953614
8,6927550.656129393,43527084.4973345,2.6390695854758347e-07,-0.0022974200968270448,0.002297420111984674,-1.5706814557890447
9,4961947.603002898,31176836.274182778,5.144058615286935e-07,-0.003207509464672003,0.0032075095059210454,-1.570635951318913
10,3554059.0371810608,22330811.523264866,1.0026768096055415e-06,-0.004478117370809975,0.00447811748306259,-1.5705724209188725
11,2545640.673860415,15994732.0793585,1.954411557900276e-06,-0.006252057848283314,0.0062520581537606895,-1.5704837238821172
12,1823348.0008684385,11456433.368931845,3.8095269866903572e-06,-0.008728718418033158,0.008728719249340487,-1.5703598908185745
13,1305996.547906052,8205818.321030567,7.425505915543637e-06,-0.012186470496937767,0.012186472759206117,-1.5701870031192318
14,935436.8899026163,5877523.322429887,1.4473746696632028e-05,-0.01701395675447946,0.01701396291087531,-1.5699456285467464
15,670018.750350959,4209851.967739973,2.821212126759732e-05,-0.023753770846502667,0.023753787600126985,-1.569608637135663
16,479909.5809323878,3015360.8276890917,5.4990824707880506e-05,-0.033163435741292074,0.03316348133350313,-1.569138151968351
17,343741.43372862396,2159791.1258725356,0.00010718750746042267,-0.04630052548348342,0.04630064955493015,-1.5684812922492906
18,246209.24014946254,1546978.2801989533,0.00020892818675398192,-0.06464147340595214,0.06464181104424317,-1.5675642306153679
19,176350.5472047139,1108043.1671097383,0.0004072375362038452,-0.09024735387625507,0.09024827269303776,-1.5662838978465694
20,126313.35639768369,793650.2250184647,0.0007937696327178185,-0.12599508952386418,0.12599758987518916,-1.5644964056282842
21,90473.57242349294,568462.220939339,0.0015471527445274165,-0.17589957705728979,0.1759063810398825,-1.562000894341438
22,64802.86440412508,407168.4054871497,0.0030154794736766853,-0.24556159381523313,0.24558010805750066,-1.5585170128120116
23,46415.888336127726,291639.62761324603,0.005876913519315246,-0.3427881740576699,0.34283854857105106,-1.553653559741773
24,33245.97932270938,208890.64880324394,0.011452050577775123,-0.478445255063802,0.47858229339947633,-1.5468649278910303
25,23812.86194765587,149620.62431140724,0.022310142807073743,-0.667611499054205,0.667984173571107,-1.5373909054879378
26,17056.269831425252,107167.70400010158,0.04344080061816192,-0.9310901724349213,0.9321030052323823,-1.524174288646204
27,12216.77348996793,76760.25169330758,0.08450033592573084,-1.2972534107656282,1.3000025840415153,-1.505750339244402
28,8750.421749906795,54980.52137063906,0.1640496520056642,-1.8039070795886647,1.811351164217829,-1.4801044961946361
29,6267.602560047386,39380.5083165309,0.3172942294900073,-2.499041608643699,2.5191039259625922,-1.4445056897083575
